pred,lat,lon
0.12538244,-13.034827586206896,-70.18068965517242
0.42690834,-13.034827586206896,-70.14896551724138
0.34060094,-13.034827586206896,-70.11724137931034
0.20623258,-13.034827586206896,-70.0855172413793
0.11641292,-13.034827586206896,-70.05379310344827
0.119727746,-13.034827586206896,-70.02206896551724
0.10955293,-13.034827586206896,-69.9903448275862
0.7135706,-13.034827586206896,-69.95862068965516
0.21791677,-13.034827586206896,-69.92689655172414
0.76001585,-13.034827586206896,-69.8951724137931
0.31434053,-13.034827586206896,-69.86344827586207
0.12523048,-13.034827586206896,-69.83172413793103
0.41565573,-13.034827586206896,-69.8
0.121694274,-13.023103448275862,-70.72
0.14791203,-13.023103448275862,-70.68827586206896
0.6499387,-13.023103448275862,-70.65655172413793
0.13171722,-13.023103448275862,-70.62482758620689
0.38581976,-13.023103448275862,-70.59310344827585
0.62601155,-13.023103448275862,-70.56137931034483
0.9870545,-13.023103448275862,-70.5296551724138
0.5041244,-13.023103448275862,-70.49793103448276
0.86596113,-13.023103448275862,-70.46620689655172
0.11661122,-13.023103448275862,-70.43448275862069
0.15397458,-13.023103448275862,-70.40275862068965
0.15380646,-13.023103448275862,-70.37103448275862
0.1242511,-13.023103448275862,-70.33931034482758
0.120161794,-13.023103448275862,-70.30758620689654
0.38192594,-13.023103448275862,-70.27586206896551
0.3753551,-13.023103448275862,-70.24413793103449
0.121725515,-13.023103448275862,-70.21241379310345
0.1284414,-13.023103448275862,-70.18068965517242
0.12032995,-13.023103448275862,-70.11724137931034
0.8354118,-13.023103448275862,-70.0855172413793
0.28714618,-13.023103448275862,-70.05379310344827
0.13538532,-13.023103448275862,-70.02206896551724
0.111196525,-13.023103448275862,-69.9903448275862
0.8685026,-13.023103448275862,-69.95862068965516
0.2906008,-13.023103448275862,-69.92689655172414
0.11951425,-13.023103448275862,-69.8951724137931
0.117418654,-13.023103448275862,-69.86344827586207
0.12055172,-13.023103448275862,-69.83172413793103
0.6272049,-13.023103448275862,-69.8
0.14650755,-13.011379310344829,-70.72
0.1726048,-13.011379310344829,-70.68827586206896
0.114300534,-13.011379310344829,-70.65655172413793
0.578278,-13.011379310344829,-70.62482758620689
0.48485172,-13.011379310344829,-70.59310344827585
0.9410132,-13.011379310344829,-70.56137931034483
0.9648412,-13.011379310344829,-70.5296551724138
0.9048084,-13.011379310344829,-70.49793103448276
0.8696452,-13.011379310344829,-70.46620689655172
0.647444,-13.011379310344829,-70.43448275862069
0.39888006,-13.011379310344829,-70.37103448275862
0.2730896,-13.011379310344829,-70.33931034482758
0.11997806,-13.011379310344829,-70.30758620689654
0.18224116,-13.011379310344829,-70.27586206896551
0.21612132,-13.011379310344829,-70.24413793103449
0.12687649,-13.011379310344829,-70.21241379310345
0.12681432,-13.011379310344829,-70.18068965517242
0.109014966,-13.011379310344829,-70.14896551724138
0.11785441,-13.011379310344829,-70.11724137931034
0.17555505,-13.011379310344829,-70.0855172413793
0.1392844,-13.011379310344829,-70.05379310344827
0.28269213,-13.011379310344829,-70.02206896551724
0.77287936,-13.011379310344829,-69.9903448275862
0.58662367,-13.011379310344829,-69.95862068965516
0.1251065,-13.011379310344829,-69.92689655172414
0.22528702,-13.011379310344829,-69.8951724137931
0.13495135,-13.011379310344829,-69.86344827586207
0.10788912,-13.011379310344829,-69.83172413793103
0.12086509,-13.011379310344829,-69.8
0.18524331,-12.999655172413794,-70.72
0.11618594,-12.999655172413794,-70.68827586206896
0.7265061,-12.999655172413794,-70.65655172413793
0.22974105,-12.999655172413794,-70.62482758620689
0.82217854,-12.999655172413794,-70.59310344827585
0.8619861,-12.999655172413794,-70.56137931034483
0.1728537,-12.999655172413794,-70.5296551724138
0.13677073,-12.999655172413794,-70.49793103448276
0.122907124,-12.999655172413794,-70.46620689655172
0.12486033,-12.999655172413794,-70.43448275862069
0.1309424,-12.999655172413794,-70.40275862068965
0.1615892,-12.999655172413794,-70.37103448275862
0.20822395,-12.999655172413794,-70.33931034482758
0.13832857,-12.999655172413794,-70.30758620689654
0.1107566,-12.999655172413794,-70.27586206896551
0.12067029,-12.999655172413794,-70.24413793103449
0.12039681,-12.999655172413794,-70.18068965517242
0.116595335,-12.999655172413794,-70.14896551724138
0.12431448,-12.999655172413794,-70.11724137931034
0.13208266,-12.999655172413794,-70.0855172413793
0.13682249,-12.999655172413794,-70.05379310344827
0.12378943,-12.999655172413794,-70.02206896551724
0.24765718,-12.999655172413794,-69.9903448275862
0.81758165,-12.999655172413794,-69.95862068965516
0.34266448,-12.999655172413794,-69.92689655172414
0.75502515,-12.999655172413794,-69.8951724137931
0.11280264,-12.999655172413794,-69.86344827586207
0.113984495,-12.999655172413794,-69.83172413793103
0.12063194,-12.999655172413794,-69.8
0.12815273,-12.98793103448276,-70.72
0.12930186,-12.98793103448276,-70.68827586206896
0.1835367,-12.98793103448276,-70.65655172413793
0.113227785,-12.98793103448276,-70.62482758620689
0.9852186,-12.98793103448276,-70.59310344827585
0.44253206,-12.98793103448276,-70.56137931034483
0.11526076,-12.98793103448276,-70.5296551724138
0.13140933,-12.98793103448276,-70.49793103448276
0.15527014,-12.98793103448276,-70.46620689655172
0.12491019,-12.98793103448276,-70.43448275862069
0.16814777,-12.98793103448276,-70.40275862068965
0.12408761,-12.98793103448276,-70.37103448275862
0.18306103,-12.98793103448276,-70.33931034482758
0.12150543,-12.98793103448276,-70.27586206896551
0.11953231,-12.98793103448276,-70.24413793103449
0.107296035,-12.98793103448276,-70.21241379310345
0.11448116,-12.98793103448276,-70.18068965517242
0.15449564,-12.98793103448276,-70.14896551724138
0.67659026,-12.98793103448276,-70.11724137931034
0.59060323,-12.98793103448276,-70.05379310344827
0.03180506,-12.98793103448276,-70.02206896551724
0.4575553,-12.98793103448276,-69.9903448275862
0.67598736,-12.98793103448276,-69.95862068965516
0.8079794,-12.98793103448276,-69.92689655172414
0.1042001,-12.98793103448276,-69.8951724137931
0.11894014,-12.98793103448276,-69.86344827586207
0.10906013,-12.98793103448276,-69.83172413793103
0.11310384,-12.98793103448276,-69.8
0.13511059,-12.976206896551725,-70.72
0.14893153,-12.976206896551725,-70.68827586206896
0.87050974,-12.976206896551725,-70.65655172413793
0.95519286,-12.976206896551725,-70.62482758620689
0.98655313,-12.976206896551725,-70.59310344827585
0.15871991,-12.976206896551725,-70.56137931034483
0.14442308,-12.976206896551725,-70.5296551724138
0.12687613,-12.976206896551725,-70.49793103448276
0.1352472,-12.976206896551725,-70.46620689655172
0.12362855,-12.976206896551725,-70.43448275862069
0.112469085,-12.976206896551725,-70.40275862068965
0.1399495,-12.976206896551725,-70.37103448275862
0.14620422,-12.976206896551725,-70.33931034482758
0.119100235,-12.976206896551725,-70.27586206896551
0.117167376,-12.976206896551725,-70.21241379310345
0.13327944,-12.976206896551725,-70.18068965517242
0.12384677,-12.976206896551725,-70.14896551724138
0.11310848,-12.976206896551725,-70.11724137931034
0.92357445,-12.976206896551725,-70.0855172413793
0.12592606,-12.976206896551725,-70.05379310344827
0.17200604,-12.976206896551725,-70.02206896551724
0.172875,-12.976206896551725,-69.9903448275862
0.119498394,-12.976206896551725,-69.95862068965516
0.1189479,-12.976206896551725,-69.92689655172414
0.12021286,-12.976206896551725,-69.8951724137931
0.1242063,-12.976206896551725,-69.86344827586207
0.11716422,-12.976206896551725,-69.83172413793103
0.112694144,-12.976206896551725,-69.8
0.12492681,-12.96448275862069,-70.72
0.5926567,-12.96448275862069,-70.68827586206896
0.20677245,-12.96448275862069,-70.65655172413793
0.7670402,-12.96448275862069,-70.62482758620689
0.12112042,-12.96448275862069,-70.59310344827585
0.12964892,-12.96448275862069,-70.56137931034483
0.16832624,-12.96448275862069,-70.5296551724138
0.11105056,-12.96448275862069,-70.49793103448276
0.120353445,-12.96448275862069,-70.46620689655172
0.13753001,-12.96448275862069,-70.43448275862069
0.12886442,-12.96448275862069,-70.40275862068965
0.11811308,-12.96448275862069,-70.37103448275862
0.13731535,-12.96448275862069,-70.33931034482758
0.14098275,-12.96448275862069,-70.30758620689654
0.13789621,-12.96448275862069,-70.24413793103449
0.11337303,-12.96448275862069,-70.21241379310345
0.111207984,-12.96448275862069,-70.18068965517242
0.1340142,-12.96448275862069,-70.14896551724138
0.11872489,-12.96448275862069,-70.11724137931034
0.9106741,-12.96448275862069,-70.0855172413793
0.35158217,-12.96448275862069,-70.05379310344827
0.14855689,-12.96448275862069,-70.02206896551724
0.114392914,-12.96448275862069,-69.9903448275862
0.12183892,-12.96448275862069,-69.95862068965516
0.11646808,-12.96448275862069,-69.92689655172414
0.1152442,-12.96448275862069,-69.8951724137931
0.12332427,-12.96448275862069,-69.86344827586207
0.11550181,-12.96448275862069,-69.83172413793103
0.109308444,-12.96448275862069,-69.8
0.12829705,-12.952758620689655,-70.72
0.12673984,-12.952758620689655,-70.68827586206896
0.13130094,-12.952758620689655,-70.65655172413793
0.98753124,-12.952758620689655,-70.62482758620689
0.12627819,-12.952758620689655,-70.59310344827585
0.11163342,-12.952758620689655,-70.56137931034483
0.116745226,-12.952758620689655,-70.5296551724138
0.11477863,-12.952758620689655,-70.49793103448276
0.17081976,-12.952758620689655,-70.46620689655172
0.1255236,-12.952758620689655,-70.43448275862069
0.13346902,-12.952758620689655,-70.40275862068965
0.559369,-12.952758620689655,-70.37103448275862
0.12415154,-12.952758620689655,-70.33931034482758
0.16015193,-12.952758620689655,-70.30758620689654
0.08285787,-12.952758620689655,-70.24413793103449
0.6094214,-12.952758620689655,-70.21241379310345
0.120720364,-12.952758620689655,-70.18068965517242
0.12075821,-12.952758620689655,-70.14896551724138
0.13899802,-12.952758620689655,-70.11724137931034
0.11544938,-12.952758620689655,-70.0855172413793
0.9045141,-12.952758620689655,-70.05379310344827
0.5068317,-12.952758620689655,-70.02206896551724
0.11715622,-12.952758620689655,-69.9903448275862
0.11377701,-12.952758620689655,-69.95862068965516
0.119051255,-12.952758620689655,-69.92689655172414
0.11473126,-12.952758620689655,-69.8951724137931
0.11379931,-12.952758620689655,-69.86344827586207
0.22569554,-12.952758620689655,-69.83172413793103
0.112407185,-12.952758620689655,-69.8
0.13558538,-12.94103448275862,-70.72
0.1239067,-12.94103448275862,-70.68827586206896
0.14564396,-12.94103448275862,-70.65655172413793
0.7190433,-12.94103448275862,-70.62482758620689
0.12592232,-12.94103448275862,-70.59310344827585
0.12399127,-12.94103448275862,-70.56137931034483
0.23891899,-12.94103448275862,-70.5296551724138
0.12099627,-12.94103448275862,-70.49793103448276
0.13150556,-12.94103448275862,-70.46620689655172
0.123510934,-12.94103448275862,-70.43448275862069
0.13904579,-12.94103448275862,-70.40275862068965
0.10394397,-12.94103448275862,-70.37103448275862
0.24075627,-12.94103448275862,-70.33931034482758
0.1046204,-12.94103448275862,-70.30758620689654
0.73101324,-12.94103448275862,-70.24413793103449
0.15750243,-12.94103448275862,-70.21241379310345
0.11950548,-12.94103448275862,-70.18068965517242
0.15831445,-12.94103448275862,-70.14896551724138
0.119635195,-12.94103448275862,-70.11724137931034
0.92466635,-12.94103448275862,-70.0855172413793
0.12799978,-12.94103448275862,-70.05379310344827
0.87427294,-12.94103448275862,-70.02206896551724
0.192756,-12.94103448275862,-69.9903448275862
0.113917574,-12.94103448275862,-69.95862068965516
0.11322223,-12.94103448275862,-69.92689655172414
0.11276417,-12.94103448275862,-69.8951724137931
0.11371491,-12.94103448275862,-69.86344827586207
0.12099507,-12.94103448275862,-69.83172413793103
0.13563192,-12.94103448275862,-69.8
0.17151816,-12.929310344827586,-70.72
0.11282552,-12.929310344827586,-70.68827586206896
0.13230734,-12.929310344827586,-70.65655172413793
0.5120505,-12.929310344827586,-70.62482758620689
0.5188339,-12.929310344827586,-70.59310344827585
0.12496418,-12.929310344827586,-70.56137931034483
0.39714265,-12.929310344827586,-70.5296551724138
0.11875941,-12.929310344827586,-70.49793103448276
0.1321948,-12.929310344827586,-70.46620689655172
0.12672065,-12.929310344827586,-70.43448275862069
0.13648072,-12.929310344827586,-70.40275862068965
0.116766654,-12.929310344827586,-70.37103448275862
0.14552894,-12.929310344827586,-70.33931034482758
0.1583733,-12.929310344827586,-70.30758620689654
0.1702611,-12.929310344827586,-70.27586206896551
0.28089115,-12.929310344827586,-70.24413793103449
0.12974955,-12.929310344827586,-70.21241379310345
0.16284017,-12.929310344827586,-70.18068965517242
0.12132006,-12.929310344827586,-70.14896551724138
0.1221917,-12.929310344827586,-70.11724137931034
0.2618269,-12.929310344827586,-70.0855172413793
0.7801269,-12.929310344827586,-70.05379310344827
0.76599145,-12.929310344827586,-70.02206896551724
0.7993063,-12.929310344827586,-69.9903448275862
0.11299626,-12.929310344827586,-69.95862068965516
0.11539371,-12.929310344827586,-69.92689655172414
0.116273105,-12.929310344827586,-69.8951724137931
0.11924934,-12.929310344827586,-69.86344827586207
0.12452104,-12.929310344827586,-69.83172413793103
0.11841014,-12.929310344827586,-69.8
0.13231838,-12.917586206896551,-70.72
0.12133117,-12.917586206896551,-70.68827586206896
0.12092591,-12.917586206896551,-70.65655172413793
0.14343591,-12.917586206896551,-70.62482758620689
0.96976256,-12.917586206896551,-70.59310344827585
0.14010867,-12.917586206896551,-70.56137931034483
0.465385,-12.917586206896551,-70.5296551724138
0.1266541,-12.917586206896551,-70.49793103448276
0.12387693,-12.917586206896551,-70.46620689655172
0.13921839,-12.917586206896551,-70.43448275862069
0.115991585,-12.917586206896551,-70.40275862068965
0.10655089,-12.917586206896551,-70.37103448275862
0.1259745,-12.917586206896551,-70.33931034482758
0.16735178,-12.917586206896551,-70.30758620689654
0.12203577,-12.917586206896551,-70.27586206896551
0.32508892,-12.917586206896551,-70.24413793103449
0.11535077,-12.917586206896551,-70.21241379310345
0.16401921,-12.917586206896551,-70.18068965517242
0.1649855,-12.917586206896551,-70.14896551724138
0.112052895,-12.917586206896551,-70.11724137931034
0.1211831,-12.917586206896551,-70.0855172413793
0.9061107,-12.917586206896551,-70.05379310344827
0.342754,-12.917586206896551,-70.02206896551724
0.113328755,-12.917586206896551,-69.9903448275862
0.9158238,-12.917586206896551,-69.95862068965516
0.11411386,-12.917586206896551,-69.92689655172414
0.11453791,-12.917586206896551,-69.8951724137931
0.1257486,-12.917586206896551,-69.86344827586207
0.11536515,-12.917586206896551,-69.83172413793103
0.11233865,-12.917586206896551,-69.8
0.20371722,-12.905862068965517,-70.72
0.1179935,-12.905862068965517,-70.68827586206896
0.121857345,-12.905862068965517,-70.65655172413793
0.18265387,-12.905862068965517,-70.62482758620689
0.83408153,-12.905862068965517,-70.59310344827585
0.12879936,-12.905862068965517,-70.56137931034483
0.115356125,-12.905862068965517,-70.5296551724138
0.11714797,-12.905862068965517,-70.49793103448276
0.13761702,-12.905862068965517,-70.46620689655172
0.13216901,-12.905862068965517,-70.43448275862069
0.13647525,-12.905862068965517,-70.40275862068965
0.11683313,-12.905862068965517,-70.37103448275862
0.16194965,-12.905862068965517,-70.33931034482758
0.12042291,-12.905862068965517,-70.30758620689654
0.10843026,-12.905862068965517,-70.27586206896551
0.16621171,-12.905862068965517,-70.24413793103449
0.1208253,-12.905862068965517,-70.21241379310345
0.11961142,-12.905862068965517,-70.18068965517242
0.11773504,-12.905862068965517,-70.14896551724138
0.11233845,-12.905862068965517,-70.11724137931034
0.14347412,-12.905862068965517,-70.0855172413793
0.81622344,-12.905862068965517,-70.05379310344827
0.11728336,-12.905862068965517,-70.02206896551724
0.92213464,-12.905862068965517,-69.9903448275862
0.11802392,-12.905862068965517,-69.95862068965516
0.11808209,-12.905862068965517,-69.92689655172414
0.11902311,-12.905862068965517,-69.8951724137931
0.117042005,-12.905862068965517,-69.86344827586207
0.11494152,-12.905862068965517,-69.83172413793103
0.11702752,-12.905862068965517,-69.8
0.31860578,-12.894137931034484,-70.72
0.11521137,-12.894137931034484,-70.68827586206896
0.12413345,-12.894137931034484,-70.65655172413793
0.35797456,-12.894137931034484,-70.62482758620689
0.35041904,-12.894137931034484,-70.59310344827585
0.3601684,-12.894137931034484,-70.56137931034483
0.11034644,-12.894137931034484,-70.5296551724138
0.121300414,-12.894137931034484,-70.49793103448276
0.1197403,-12.894137931034484,-70.46620689655172
0.12632795,-12.894137931034484,-70.43448275862069
0.11557822,-12.894137931034484,-70.40275862068965
0.11605894,-12.894137931034484,-70.37103448275862
0.09193556,-12.894137931034484,-70.33931034482758
0.11096919,-12.894137931034484,-70.30758620689654
0.12564151,-12.894137931034484,-70.27586206896551
0.12012828,-12.894137931034484,-70.24413793103449
0.12288193,-12.894137931034484,-70.21241379310345
0.11679992,-12.894137931034484,-70.18068965517242
0.12821215,-12.894137931034484,-70.14896551724138
0.115728445,-12.894137931034484,-70.11724137931034
0.1185286,-12.894137931034484,-70.0855172413793
0.6639739,-12.894137931034484,-70.05379310344827
0.113451906,-12.894137931034484,-70.02206896551724
0.81286836,-12.894137931034484,-69.9903448275862
0.087884605,-12.894137931034484,-69.95862068965516
0.1156774,-12.894137931034484,-69.92689655172414
0.1266774,-12.894137931034484,-69.8951724137931
0.1352921,-12.894137931034484,-69.86344827586207
0.0994489,-12.894137931034484,-69.83172413793103
0.114884466,-12.894137931034484,-69.8
0.13144761,-12.88241379310345,-70.72
0.11632729,-12.88241379310345,-70.68827586206896
0.116837725,-12.88241379310345,-70.65655172413793
0.11984188,-12.88241379310345,-70.62482758620689
0.12353542,-12.88241379310345,-70.59310344827585
0.7145355,-12.88241379310345,-70.56137931034483
0.11585455,-12.88241379310345,-70.5296551724138
0.11470844,-12.88241379310345,-70.49793103448276
0.48862958,-12.88241379310345,-70.46620689655172
0.3402023,-12.88241379310345,-70.43448275862069
0.15173805,-12.88241379310345,-70.40275862068965
0.14328183,-12.88241379310345,-70.37103448275862
0.13640948,-12.88241379310345,-70.33931034482758
0.13650998,-12.88241379310345,-70.30758620689654
0.19819827,-12.88241379310345,-70.27586206896551
0.13734594,-12.88241379310345,-70.24413793103449
0.11813003,-12.88241379310345,-70.21241379310345
0.12579772,-12.88241379310345,-70.18068965517242
0.11224818,-12.88241379310345,-70.14896551724138
0.1283052,-12.88241379310345,-70.11724137931034
0.121790916,-12.88241379310345,-70.0855172413793
0.9714441,-12.88241379310345,-70.05379310344827
0.83638686,-12.88241379310345,-70.02206896551724
0.9777207,-12.88241379310345,-69.9903448275862
0.12077909,-12.88241379310345,-69.95862068965516
0.121000625,-12.88241379310345,-69.92689655172414
0.12503634,-12.88241379310345,-69.8951724137931
0.10935822,-12.88241379310345,-69.86344827586207
0.12405571,-12.88241379310345,-69.83172413793103
0.11921757,-12.88241379310345,-69.8
0.20023158,-12.870689655172415,-70.72
0.12709916,-12.870689655172415,-70.68827586206896
0.11890301,-12.870689655172415,-70.65655172413793
0.13343088,-12.870689655172415,-70.62482758620689
0.111317955,-12.870689655172415,-70.59310344827585
0.656273,-12.870689655172415,-70.56137931034483
0.11000918,-12.870689655172415,-70.5296551724138
0.12095727,-12.870689655172415,-70.49793103448276
0.11723036,-12.870689655172415,-70.46620689655172
0.12792252,-12.870689655172415,-70.43448275862069
0.13055182,-12.870689655172415,-70.40275862068965
0.11755549,-12.870689655172415,-70.37103448275862
0.3052327,-12.870689655172415,-70.33931034482758
0.124318734,-12.870689655172415,-70.30758620689654
0.10916493,-12.870689655172415,-70.27586206896551
0.12289923,-12.870689655172415,-70.24413793103449
0.12907298,-12.870689655172415,-70.21241379310345
0.11070782,-12.870689655172415,-70.18068965517242
0.13101617,-12.870689655172415,-70.14896551724138
0.12647945,-12.870689655172415,-70.11724137931034
0.115107484,-12.870689655172415,-70.0855172413793
0.9682882,-12.870689655172415,-70.05379310344827
0.4260688,-12.870689655172415,-70.02206896551724
0.9131098,-12.870689655172415,-69.9903448275862
0.11634419,-12.870689655172415,-69.95862068965516
0.123019695,-12.870689655172415,-69.92689655172414
0.1185954,-12.870689655172415,-69.8951724137931
0.09984003,-12.870689655172415,-69.86344827586207
0.11434884,-12.870689655172415,-69.83172413793103
0.11601467,-12.870689655172415,-69.8
0.12039914,-12.85896551724138,-70.72
0.17097537,-12.85896551724138,-70.68827586206896
0.11958025,-12.85896551724138,-70.65655172413793
0.11370187,-12.85896551724138,-70.62482758620689
0.11582587,-12.85896551724138,-70.59310344827585
0.6892672,-12.85896551724138,-70.56137931034483
0.74378777,-12.85896551724138,-70.5296551724138
0.12436498,-12.85896551724138,-70.49793103448276
0.4335221,-12.85896551724138,-70.46620689655172
0.11523441,-12.85896551724138,-70.43448275862069
0.11650127,-12.85896551724138,-70.40275862068965
0.1220363,-12.85896551724138,-70.37103448275862
0.1276874,-12.85896551724138,-70.33931034482758
0.24173263,-12.85896551724138,-70.30758620689654
0.122266926,-12.85896551724138,-70.27586206896551
0.13729472,-12.85896551724138,-70.24413793103449
0.120286606,-12.85896551724138,-70.21241379310345
0.13893309,-12.85896551724138,-70.18068965517242
0.11994353,-12.85896551724138,-70.14896551724138
0.11248377,-12.85896551724138,-70.11724137931034
0.12406977,-12.85896551724138,-70.0855172413793
0.17384532,-12.85896551724138,-70.05379310344827
0.9750865,-12.85896551724138,-70.02206896551724
0.13687047,-12.85896551724138,-69.9903448275862
0.1162882,-12.85896551724138,-69.95862068965516
0.11647607,-12.85896551724138,-69.92689655172414
0.13093907,-12.85896551724138,-69.8951724137931
0.12089271,-12.85896551724138,-69.86344827586207
0.12764345,-12.85896551724138,-69.83172413793103
0.11425266,-12.85896551724138,-69.8
0.11894088,-12.847241379310345,-70.72
0.12217251,-12.847241379310345,-70.68827586206896
0.14220007,-12.847241379310345,-70.65655172413793
0.12818772,-12.847241379310345,-70.62482758620689
0.11320461,-12.847241379310345,-70.59310344827585
0.63037723,-12.847241379310345,-70.56137931034483
0.91775364,-12.847241379310345,-70.5296551724138
0.16870429,-12.847241379310345,-70.49793103448276
0.11932578,-12.847241379310345,-70.46620689655172
0.120227255,-12.847241379310345,-70.43448275862069
0.11400072,-12.847241379310345,-70.40275862068965
0.13559215,-12.847241379310345,-70.37103448275862
0.14519903,-12.847241379310345,-70.33931034482758
0.55784404,-12.847241379310345,-70.30758620689654
0.48299608,-12.847241379310345,-70.27586206896551
0.12223514,-12.847241379310345,-70.24413793103449
0.11418462,-12.847241379310345,-70.21241379310345
0.11154818,-12.847241379310345,-70.18068965517242
0.116218396,-12.847241379310345,-70.14896551724138
0.11422004,-12.847241379310345,-70.11724137931034
0.20856388,-12.847241379310345,-70.0855172413793
0.1175061,-12.847241379310345,-70.05379310344827
0.43285823,-12.847241379310345,-70.02206896551724
0.119041525,-12.847241379310345,-69.9903448275862
0.92130995,-12.847241379310345,-69.95862068965516
0.38017243,-12.847241379310345,-69.92689655172414
0.12208438,-12.847241379310345,-69.8951724137931
0.12235263,-12.847241379310345,-69.86344827586207
0.11427789,-12.847241379310345,-69.83172413793103
0.121883556,-12.847241379310345,-69.8
0.17292133,-12.83551724137931,-70.72
0.13118924,-12.83551724137931,-70.68827586206896
0.15478809,-12.83551724137931,-70.65655172413793
0.12516762,-12.83551724137931,-70.62482758620689
0.1964311,-12.83551724137931,-70.59310344827585
